,iauname,png_loc,input_text,target
1166,J131358.44-023745.2,dr5/J131/J131358.44-023745.2.png,smooth | elliptical | merging with minor disturbance,An elliptical galaxy with a smooth image is merging with a minor disturbance.
1167,J144245.36+244740.4,dr5/J144/J144245.36+244740.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1168,J103024.03+274725.2,dr5/J103/J103024.03+274725.2.png,smooth | cigar-shaped | not merging,"The galaxy had an image of a smooth, cigar-shaped structure, not merging with others."
1169,J160310.06+163755.4,dr5/J160/J160310.06+163755.4.png,smooth | artifact | elliptical | cigar-shaped | not merging,"An elliptical galaxy with a smooth image exhibits a cigar-shaped artifact, but is not merging."
1170,J115116.57-003409.4,dr5/J115/J115116.57-003409.4.png,smooth | cigar-shaped | not merging,"The image of a galaxy, smooth and cigar-shaped, is not merging."
1171,J135352.50+160725.0,dr5/J135/J135352.50+160725.0.png,smooth | elliptical | not merging,An elliptical galaxy is smooth and not merging in the image.
1172,J123826.95+121255.5,dr5/J123/J123826.95+121255.5.png,smooth | has features or disk | cigar-shaped | not merging,"This galaxy has a cigar-shaped smooth image with features, but is not merging."
1173,J123233.20+035902.2,dr5/J123/J123233.20+035902.2.png,smooth | elliptical | not merging,"An image of a smooth, elliptical galaxy that is not merging."
1174,J092136.79+211017.1,dr5/J092/J092136.79+211017.1.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and unmerging in the image.
1175,J120016.10-012738.9,dr5/J120/J120016.10-012738.9.png,smooth | elliptical | not merging,An elliptical galaxy appeared smooth and not merging in the image.
1176,J121838.36+275835.1,dr5/J121/J121838.36+275835.1.png,smooth | elliptical | not merging,"An elliptical galaxy is observed to be smooth, with no signs of merging."
1177,J084317.68+204507.0,dr5/J084/J084317.68+204507.0.png,smooth | round | elliptical | not merging,"The elliptical galaxy was smooth and round, not merging with any other images."
1178,J102355.57+205631.0,dr5/J102/J102355.57+205631.0.png,smooth | elliptical | cigar-shaped | not merging,"An elliptical galaxy appears smooth and cigar-shaped, not merging with other galaxies in the image."
1179,J103213.05+313303.9,dr5/J103/J103213.05+313303.9.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1180,J153855.08+121346.6,dr5/J153/J153855.08+121346.6.png,smooth | round | not merging,"The galaxy had a smooth, round image that was not merging."
1181,J081921.81+072844.6,dr5/J081/J081921.81+072844.6.png,smooth | round | not merging,"This image of a smooth, round galaxy is not merging with others."
1182,J143338.59+002548.0,dr5/J143/J143338.59+002548.0.png,smooth | elliptical | not merging,The smooth elliptical galaxy in the image is not merging.
1183,J125611.14+200341.8,dr5/J125/J125611.14+200341.8.png,smooth | elliptical | not merging,An image of an elliptical galaxy appears smooth and not merging.
1184,J141204.27+053257.4,dr5/J141/J141204.27+053257.4.png,smooth | elliptical | not merging,The elliptical galaxy has a smooth image that is not merging.
1185,J092846.74+083200.5,dr5/J092/J092846.74+083200.5.png,smooth | round | merging,"The smooth, round image of two galaxies merging was stunning."
1186,J102856.33+202039.5,dr5/J102/J102856.33+202039.5.png,smooth | cigar-shaped | not merging,The smooth and cigar-shaped galaxy image was not merging.
1187,J153332.78+243854.0,dr5/J153/J153332.78+243854.0.png,smooth | elliptical | not merging,An elliptical galaxy in a smooth image was not merging.
1188,J153932.09+013710.5,dr5/J153/J153932.09+013710.5.png,smooth | elliptical | not merging,The image of the smooth elliptical galaxy does not appear to be merging.
1189,J170407.84+200309.5,dr5/J170/J170407.84+200309.5.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
1190,J161413.29+152059.8,dr5/J161/J161413.29+152059.8.png,smooth | round | elliptical | not merging,"An elliptical galaxy appears smooth and round, not merging with any other image."
1191,J093008.42-001938.2,dr5/J093/J093008.42-001938.2.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1192,J150008.76+195302.3,dr5/J150/J150008.76+195302.3.png,smooth | elliptical | not merging,"An image of an elliptical galaxy is smooth, not merging."
1193,J112951.36+201840.2,dr5/J112/J112951.36+201840.2.png,smooth | elliptical | not merging,"An elliptical galaxy image appears smooth, not merging."
1194,J025416.04+005654.4,dr5/J025/J025416.04+005654.4.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1195,J015336.14-160733.4,dr5/J015/J015336.14-160733.4.png,has features or disk | does not have an edge-on disk | not merging | strong bar | has spiral arms | loose spiral winding | two spiral arms | moderate central bulge,"This galaxy has two loose spiral arms winding around a moderate central bulge. It also has a strong bar, but does not have an edge-on disk. Furthermore, it does not appear to be merging and has clear spiral arms in its image."
1196,J111434.00-005152.4,dr5/J111/J111434.00-005152.4.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge,"This galaxy is an image with features of a disk but does not have an edge-on disk, it is not merging, has a weak bar, two spiral arms with a loose winding pattern and a small central bulge."
1197,J093457.75+031825.9,dr5/J093/J093457.75+031825.9.png,smooth | elliptical | not merging,An elliptical galaxy in a smooth image was not merging.
1198,J102706.91+071406.3,dr5/J102/J102706.91+071406.3.png,smooth | elliptical | not merging,An elliptical galaxy in the image appears to be smooth and not merging.
1199,J091651.18+080500.6,dr5/J091/J091651.18+080500.6.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1200,J114430.59-015201.0,dr5/J114/J114430.59-015201.0.png,smooth | round | merging | not merging,"Two galaxies, one smooth and round and the other merging, are seen in the image but they are not merging."
1201,J141018.39+052011.4,dr5/J141/J141018.39+052011.4.png,has features or disk | does not have an edge-on disk | not merging | strong bar | has spiral arms | tight spiral winding | two spiral arms | no spiral arms | moderate central bulge,"This galaxy has a strong bar and spiral arms with a tight winding, moderate central bulge, however it does not have an edge-on disk or two spiral arms, and is not merging."
1202,J024607.47-001946.6,dr5/J024/J024607.47-001946.6.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | tight spiral winding | no spiral arms,"The galaxy image has features of a disk, but does not have an edge-on disk or a bar, and has tight spiral winding but no spiral arms."
1203,J132216.13-025513.8,dr5/J132/J132216.13-025513.8.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with other galaxies in the image.
1204,J093930.05+062612.0,dr5/J093/J093930.05+062612.0.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | small central bulge,"This galaxy has spiral arms, a small central bulge, and features that can be seen in its image; however, it does not have an edge-on disk or a bar, and is not merging."
1205,J125126.67+095601.8,dr5/J125/J125126.67+095601.8.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge | moderate central bulge,"This galaxy has a moderate central bulge, but no bar. It does not have an edge-on disk, and has features of a spiral winding with tight spiral arms, or it can have no spiral arms at all. If it is merging with a minor disturbance, it would not have spiral arms. However, if it is not merging, it can have spiral arms with a small central bulge."
1206,J150447.17+062103.6,dr5/J150/J150447.17+062103.6.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | two spiral arms | moderate central bulge,"This galaxy image has two tight spiral arms and a moderate central bulge, but does not have an edge-on disk or a bar, and does not appear to be merging with another galaxy."
1207,J112923.09-024607.9,dr5/J112/J112923.09-024607.9.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1208,J085117.19+094555.8,dr5/J085/J085117.19+094555.8.png,smooth | cigar-shaped | not merging,"The galaxy had a smooth, cigar-shaped image that was not merging."
1209,J012747.14-005028.1,dr5/J012/J012747.14-005028.1.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | moderate central bulge,"This image of a galaxy shows that it does not have an edge-on disk and is not merging, and there are no bar features. It does have a moderate central bulge and tight spiral arms with a moderate winding."
1210,J123614.12-002220.5,dr5/J123/J123614.12-002220.5.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | two spiral arms | small central bulge,"This galaxy image has two spiral arms, a small central bulge, and features of a disk, but does not have an edge-on disk, is not merging, and does not have a bar."
1211,J142813.50-041317.5,dr5/J142/J142813.50-041317.5.png,smooth | cigar-shaped | not merging,"The smooth, cigar-shaped galaxy has an image that suggests it is not merging."
1212,J101144.46+052423.0,dr5/J101/J101144.46+052423.0.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging with any other objects."
1213,J133039.17+160244.4,dr5/J133/J133039.17+160244.4.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | medium spiral winding | two spiral arms,"This galaxy has two spiral arms with medium winding and features such as a disk, but does not have an edge-on disk or show signs of merging."
1214,J115037.02+245532.1,dr5/J115/J115037.02+245532.1.png,smooth | cigar-shaped | merging with minor disturbance,"Two large, cigar-shaped galaxies were seen in an image, smoothly merging with only a minor disturbance."
1215,J093408.54-001406.6,dr5/J093/J093408.54-001406.6.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"A galaxy image has features such as an edge-on disk, which is not merging, and a rounded central bulge."
1216,J091153.40+042527.2,dr5/J091/J091153.40+042527.2.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | weak bar | has spiral arms | medium spiral winding | one spiral arm | small central bulge,"This galaxy has features such as a weak bar and one spiral arm, with a medium spiral winding, and a small central bulge; however, it does not have an edge-on disk and is merging with only minor disturbance."
1217,J165158.70+350422.0,dr5/J165/J165158.70+350422.0.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | three spiral arms | moderate central bulge,"This galaxy image has medium spiral winding, three spiral arms, and a moderate central bulge, but does not have an edge-on disk, is not merging, and has no bar."
1218,J141401.73-003803.6,dr5/J141/J141401.73-003803.6.png,has features or disk | has an edge-on disk | not merging | boxy central bulge,"The galaxy image has features of an edge-on disk, which is not merging with a boxy central bulge."
1219,J115145.51-022232.0,dr5/J115/J115145.51-022232.0.png,smooth | round,The image of a smooth and round galaxy was breathtaking.
1220,J124548.19-055224.0,dr5/J124/J124548.19-055224.0.png,smooth | cigar-shaped,"The smooth, cigar-shaped galaxy was captured in an incredible image."
1221,J130235.87-003558.9,dr5/J130/J130235.87-003558.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
1222,J150107.42+184320.3,dr5/J150/J150107.42+184320.3.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | two spiral arms | large central bulge,"This galaxy, as seen in an image, has spiral arms with medium winding and two arms, plus a large central bulge, but does not have an edge-on disk, is not merging, and is not dusty."
1223,J113628.29+222812.8,dr5/J113/J113628.29+222812.8.png,smooth | round,"The image of a smooth, round galaxy was breathtaking."
1224,J155902.23+140934.9,dr5/J155/J155902.23+140934.9.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1225,J215335.04+002225.9,dr5/J215/J215335.04+002225.9.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | medium spiral winding | two spiral arms | no spiral arms,"This galaxy has weak or no spiral arms, and a medium spiral winding, with features such as a disk and weak bar, but does not have an edge-on disk or indicate that it is merging."
1226,J092426.26+320409.8,dr5/J092/J092426.26+320409.8.png,has features or disk | has an edge-on disk | merging | rounded central bulge,This galaxy image has features such as an edge-on disk and a merging rounded central bulge.
1227,J132259.38+080550.2,dr5/J132/J132259.38+080550.2.png,has features or disk | does not have an edge-on disk | not merging | strong bar | has spiral arms | medium spiral winding | four spiral arms | small central bulge,"The Milky Way galaxy, seen in images, has features such as a disk that does not have an edge-on view, is not merging, has a strong bar, has four spiral arms with medium spiral winding, and a small central bulge."
1228,J082210.04+055147.9,dr5/J082/J082210.04+055147.9.png,smooth | cigar-shaped | not merging,"This galaxy has a smooth, cigar-shaped image that is not merging."
1229,J090442.66+073055.6,dr5/J090/J090442.66+073055.6.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | loose spiral winding | four spiral arms | no spiral arms | small central bulge,"This galaxy image has features of a disk, but does not have an edge-on disk, is not merging, and does not have a bar. It either has tight or loose spiral winding with either four spiral arms, no spiral arms, or a small central bulge."
1230,J003516.30-032804.0,dr5/J003/J003516.30-032804.0.png,has features or disk | does not have an edge-on disk | not merging | weak bar | strong bar | has spiral arms | tight spiral winding | two spiral arms | moderate central bulge,"This galaxy is a well-defined spiral, with a moderately strong bar and tight winding spiral arms, but no edge-on disk. The image reveals two distinct spiral arms and a moderate central bulge, indicating that this galaxy is not merging and has a weak bar rather than a strong bar."
1231,J004025.66-095200.7,dr5/J004/J004025.66-095200.7.png,smooth | has features or disk | elliptical | not merging,"Although an elliptical galaxy is smooth and does not have merging features, it can still have a disk image."
1232,J085137.89-022115.0,dr5/J085/J085137.89-022115.0.png,has features or disk | does not have an edge-on disk | merging | no bar | has spiral arms | one spiral arm | no central bulge | small central bulge,"This galaxy image has features such as a merging of two galaxies, no central bulge or bar, and one spiral arm, although a small central bulge may be present. It does not have an edge-on disk but has spiral arms instead."
1233,J162500.81+274350.7,dr5/J162/J162500.81+274350.7.png,smooth | has features or disk | elliptical | merging,An elliptical galaxy merging with another has a smooth image that features a disk.
1234,J152333.98-002345.3,dr5/J152/J152333.98-002345.3.png,smooth | cigar-shaped,"An image of a smooth, cigar-shaped galaxy was captured."
1235,J012959.31-003800.3,dr5/J012/J012959.31-003800.3.png,has features or disk | does not have an edge-on disk | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"The image of the galaxy has spiral arms with a medium spiral winding, two spiral arms, and a small central bulge, but does not have an edge-on disk."
1236,J151506.31+181720.5,dr5/J151/J151506.31+181720.5.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | weak bar | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy image has features of a disk but does not have an edge-on disk; it is merging with minor disturbance and contains no bar, though there may be a weak bar present. It has two spiral arms with medium spiral winding and a small central bulge."
1237,J010924.94-032431.1,dr5/J010/J010924.94-032431.1.png,smooth | has features or disk | cigar-shaped | not merging,"The galaxy, which appears smooth in the image, has a cigar-shaped disk and features that indicate it is not merging."
1238,J154549.39+281422.7,dr5/J154/J154549.39+281422.7.png,smooth | round | not merging,The round galaxy had a smooth image that was not merging.
1239,J021218.70-111113.7,dr5/J021/J021218.70-111113.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | two spiral arms | moderate central bulge,"This galaxy image has features of two spiral arms and a moderate central bulge, but does not have an edge-on disk, is not merging, and doesn't have a bar."
1240,J111948.63+232127.8,dr5/J111/J111948.63+232127.8.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with another image.
1241,J144033.11+061003.3,dr5/J144/J144033.11+061003.3.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | does not have spiral arms | small central bulge,"This galaxy image has features of a disk with minor disturbance, but no bar, spiral arms, or edge-on disk, and a small central bulge, suggesting it is merging with no major disruption."
1242,J111921.34+082901.3,dr5/J111/J111921.34+082901.3.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | tight spiral winding | moderate central bulge,"This galaxy image has features such as a weak bar, spiral arms with tight spiral winding, and a moderate central bulge, but does not have an edge-on disk."
1243,J132747.33-014848.5,dr5/J132/J132747.33-014848.5.png,smooth | round | not merging,"This image of a galaxy was smooth and round, not merging with any other galaxies."
1244,J002606.84-004318.4,dr5/J002/J002606.84-004318.4.png,has features or disk | does not have an edge-on disk | weak bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy has a weak bar and no spiral arms, but does not have an edge-on disk and instead has a small central bulge, resulting in a lack of tight spiral winding in its image."
1245,J122400.28+072224.6,dr5/J122/J122400.28+072224.6.png,smooth | cigar-shaped | not merging,"The galaxy was smooth and cigar-shaped, not merging in the image."
1246,J001426.49-002558.1,dr5/J001/J001426.49-002558.1.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | three spiral arms | small central bulge,"This galaxy has three tight-winding spiral arms, a small central bulge, and features such as a disk, but does not have an edge-on disk, a merging process, or a bar."
1247,J101332.33+295832.8,dr5/J101/J101332.33+295832.8.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | weak bar | has spiral arms | loose spiral winding | two spiral arms | small central bulge | large central bulge,"This spiral galaxy has two spiral arms which have a loose winding pattern and no bar or weak bar. It does not have an edge-on disk, but does have some features such as a small or large central bulge, depending on the image. Although it is merging with another galaxy, there is only minor disturbance, suggesting a peaceful encounter."
1248,J121740.18-034403.2,dr5/J121/J121740.18-034403.2.png,smooth | cigar-shaped,"The image revealed a smooth, cigar-shaped galaxy."
1249,J143834.46+020640.2,dr5/J143/J143834.46+020640.2.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other images.
1250,J004345.61-004649.8,dr5/J004/J004345.61-004649.8.png,smooth | elliptical,The smooth elliptical image of the galaxy was breathtaking.
1251,J155738.99+251750.7,dr5/J155/J155738.99+251750.7.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1252,J121121.21+090201.3,dr5/J121/J121121.21+090201.3.png,smooth | cigar-shaped | not merging,"The galaxy image showed a smooth, cigar-shaped object, not merging with its surroundings."
1253,J154334.79+224439.7,dr5/J154/J154334.79+224439.7.png,smooth | round | not merging,"The image of the two smooth, round galaxies were not merging."
1254,J133402.62-024604.1,dr5/J133/J133402.62-024604.1.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | weak bar | has spiral arms | tight spiral winding | medium spiral winding | one spiral arm,"The image of the galaxy has features such as a weak bar, spiral arms with tight or medium winding, and possibly one or two spiral arms, but it does not have an edge-on disk. There is some evidence of a minor disturbance that could be indicative of a merging event."
1255,J142051.86-023033.1,dr5/J142/J142051.86-023033.1.png,smooth | elliptical | not merging,"An elliptical galaxy appears smooth and unmolested, not merging with any other galaxies."
1256,J020637.42+010906.4,dr5/J020/J020637.42+010906.4.png,smooth | elliptical | not merging,An image of an elliptical galaxy that appears smooth and is not merging.
1257,J111513.17+022412.9,dr5/J111/J111513.17+022412.9.png,smooth | elliptical | not merging,An image of an elliptical galaxy appears smooth and shows no signs of merging.
1258,J012415.06+003551.7,dr5/J012/J012415.06+003551.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | moderate central bulge,"This galaxy has tight spiral winding, moderate central bulge, notable spiral arms and no bar, as seen from its image, but does not have an edge-on disk and is not merging."
1259,J121841.10+030013.4,dr5/J121/J121841.10+030013.4.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | loose spiral winding | one spiral arm | moderate central bulge,"This image of a galaxy has features such as a loose spiral winding with one spiral arm, a moderate central bulge, and multiple star clusters; however, it does not have an edge-on disk or a bar."
1260,J115113.00+243714.5,dr5/J115/J115113.00+243714.5.png,smooth | elliptical | not merging,"The image of the smooth, elliptical galaxy is not merging."
1261,J150507.22+230835.6,dr5/J150/J150507.22+230835.6.png,smooth | round | not merging,"An image of a galaxy appears smooth and round, not merging with any other."
1262,J124149.65-020510.2,dr5/J124/J124149.65-020510.2.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"This galaxy, as seen in the image, has features such as an edge-on disk and a rounded central bulge without any signs of merging."
1263,J094057.19+032401.2,dr5/J094/J094057.19+032401.2.png,smooth | round | not merging,"This smooth, round galaxy image does not appear to be merging."
1264,J144600.20+273754.9,dr5/J144/J144600.20+273754.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | three spiral arms | small central bulge,"This galaxy has three spiral arms with a tight spiral winding, a small central bulge and features such as a disk, but does not have an edge-on disk, so it is not merging and also does not have a bar."
1265,J134019.42+004701.9,dr5/J134/J134019.42+004701.9.png,smooth | elliptical,The smooth elliptical image of the galaxy was breathtaking.
1266,J022238.95-082646.2,dr5/J022/J022238.95-082646.2.png,smooth | elliptical | not merging,"The image showed a smooth, elliptical galaxy that was not merging."
1267,J124440.29+015054.9,dr5/J124/J124440.29+015054.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | does not have spiral arms | moderate central bulge,"The image of the galaxy does not have an edge-on disk, it is not merging with another galaxy, it does not have a bar, and it does not have spiral arms, but it does have a moderate central bulge."
1268,J092344.33+074621.2,dr5/J092/J092344.33+074621.2.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging in the image.
1269,J105517.32-004442.7,dr5/J105/J105517.32-004442.7.png,smooth | elliptical | not merging,An elliptical galaxy with a smooth image is not merging.
1270,J115333.95-010323.7,dr5/J115/J115333.95-010323.7.png,has features or disk | does not have an edge-on disk | no bar | has spiral arms | loose spiral winding | two spiral arms | no central bulge,"This image of a galaxy has features of a disk but does not have an edge-on disk, there is no bar and it has two spiral arms with loose winding and no central bulge."
1271,J111240.52+064644.8,dr5/J111/J111240.52+064644.8.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | loose spiral winding | two spiral arms,"This galaxy has loose spiral winding and two spiral arms, but does not have an edge-on disk or a bar, and is not merging. It is visible in an image, which reveals features such as spiral arms."
1272,J111251.24+004913.0,dr5/J111/J111251.24+004913.0.png,has features or disk | does not have an edge-on disk | not merging | weak bar | has spiral arms | tight spiral winding | moderate central bulge,"The galaxy has features such as a weak bar and tight spiral winding, with a moderate central bulge, but does not have an edge-on disk, suggesting it is not merging. The image reveals the presence of spiral arms, indicating it has a quite distinct structure."
1273,J124128.91+145042.1,dr5/J124/J124128.91+145042.1.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding | loose spiral winding | two spiral arms,"This galaxy image has features of a disk, but does not have an edge-on disk, is not merging, nor does it have a bar. It has two spiral arms with medium spiral winding and loose spiral winding."
1274,J104932.21+112941.2,dr5/J104/J104932.21+112941.2.png,has features or disk | has an edge-on disk | rounded central bulge,The galaxy image has features that indicate it has an edge-on disk with a rounded central bulge.
1275,J124141.50+054710.6,dr5/J124/J124141.50+054710.6.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | two spiral arms | small central bulge,"This galaxy image has features such as two spiral arms, a small central bulge, and does not have an edge-on disk; however, it is not merging, so it is a typical spiral galaxy."
1276,J124123.70-031628.2,dr5/J124/J124123.70-031628.2.png,smooth | elliptical | not merging,This image of an elliptical galaxy appears smooth and is not merging.
1277,J133302.64+245607.0,dr5/J133/J133302.64+245607.0.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging.
1278,J102823.32+075350.3,dr5/J102/J102823.32+075350.3.png,smooth | has features or disk | round | not merging,"The galaxy has a smooth, round disk that is not merging, and has features visible in the image."
1279,J114234.65+074546.9,dr5/J114/J114234.65+074546.9.png,has features or disk | does not have an edge-on disk | not merging | has spiral arms | medium spiral winding | two spiral arms | small central bulge,"This galaxy image has features of a disk but does not have an edge-on disk, and is not merging. It has two spiral arms with a medium spiral winding and a small central bulge."
1280,J002830.15+000721.5,dr5/J002/J002830.15+000721.5.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | medium spiral winding,"This galaxy has features of a disk, but does not have an edge-on disk, is not merging, nor does it have a bar, and has medium spiral winding in its spiral arms."
1281,J160814.52+131051.6,dr5/J160/J160814.52+131051.6.png,smooth | elliptical | merging,"Elliptical galaxies are merging and creating a smooth, glossy image in the vast galaxy of stars."
1282,J133756.38+014303.5,dr5/J133/J133756.38+014303.5.png,smooth | elliptical | not merging,An elliptical galaxy of smooth image was observed and found to not be merging.
1283,J095049.59+013708.8,dr5/J095/J095049.59+013708.8.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other galaxies in the image.
1284,J133725.60-010828.9,dr5/J133/J133725.60-010828.9.png,has features or disk | has an edge-on disk | boxy central bulge,The galaxy image has features of an edge-on disk with a boxy central bulge.
1285,J021105.71-003133.6,dr5/J021/J021105.71-003133.6.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in the image.
1286,J010107.06-030950.7,dr5/J010/J010107.06-030950.7.png,has features or disk | does not have an edge-on disk | not merging | no bar | weak bar | has spiral arms | tight spiral winding | medium spiral winding | two spiral arms | no spiral arms | small central bulge,"The galaxy image has features such as a disk with no edge-on disk, no merging, weak bar, tight or medium spiral winding with two spiral arms, and a small central bulge but no spiral arms."
1287,J030454.97-082702.4,dr5/J030/J030454.97-082702.4.png,has features or disk | has an edge-on disk | not merging | rounded central bulge,"The galaxy image has features of an edge-on disk, not merging, and a rounded central bulge."
1288,J133440.41+015511.0,dr5/J133/J133440.41+015511.0.png,smooth | round | elliptical | not merging,"An elliptical galaxy appears smooth and round, not merging with any other galaxies in the image."
1289,J091735.69+061220.8,dr5/J091/J091735.69+061220.8.png,has features or disk | has an edge-on disk | rounded central bulge,The galaxy image has features of an edge-on disk with a rounded central bulge.
1290,J111223.85-002406.7,dr5/J111/J111223.85-002406.7.png,smooth | round | not merging,"The galaxy appeared as a smooth, round image that was not merging with another."
1291,J151252.03+073032.4,dr5/J151/J151252.03+073032.4.png,smooth | elliptical | merging,Merging images of smooth elliptical galaxies reveal a stunning landscape.
1292,J093542.96+074025.6,dr5/J093/J093542.96+074025.6.png,smooth | elliptical | not merging,An elliptical galaxy in an image appears smooth and not merging.
1293,J142041.51+065426.5,dr5/J142/J142041.51+065426.5.png,smooth | cigar-shaped | not merging,"The galaxy was observed to have a smooth, cigar-shaped image, not merging with any other galaxies."
1294,J143847.53-000805.4,dr5/J143/J143847.53-000805.4.png,has features or disk | does not have an edge-on disk | strong bar | has spiral arms | tight spiral winding | two spiral arms | moderate central bulge,"This galaxy, as seen in its image, does not have an edge-on disk, but it does have strong bar and two spiral arms with tight winding, a moderate central bulge, and other features."
1295,J120537.38+053453.9,dr5/J120/J120537.38+053453.9.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and is not merging with any other images.
1296,J125951.67-005302.1,dr5/J125/J125951.67-005302.1.png,smooth | elliptical | not merging,An elliptical galaxy appears smooth and not merging in an image.
1297,J105018.10+075540.2,dr5/J105/J105018.10+075540.2.png,smooth | round | not merging,"The image showed a smooth, round galaxy that wasn't merging."
1298,J095447.99+064653.7,dr5/J095/J095447.99+064653.7.png,smooth | round | not merging,"The image of the galaxy was smooth and round, not merging."
1299,J122216.26+134140.0,dr5/J122/J122216.26+134140.0.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | no spiral arms | small central bulge,"This galaxy has a small central bulge and no bar, but does not have an edge-on disk or spiral arms, and is not merging with any other galaxy. Instead, it has a tight winding spiral structure with distinct features in its image."
1300,J144842.57+122725.9,dr5/J144/J144842.57+122725.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | tight spiral winding | more than four spiral arms | moderate central bulge,"This galaxy has features of a spiral disk, with tight spiral winding and more than four spiral arms, and a moderate central bulge, but does not have an edge-on disk or a bar, and is not merging."
1301,J110853.96+224426.6,dr5/J110/J110853.96+224426.6.png,has features or disk | does not have an edge-on disk | merging with major disturbance | no bar | does not have spiral arms | moderate central bulge,"This galaxy image has features of a disk, but does not have an edge-on disk, and appears to be merging with a major disturbance. There is no bar present, nor spiral arms, and there is a moderate central bulge."
1302,J105048.49+204057.9,dr5/J105/J105048.49+204057.9.png,has features or disk | does not have an edge-on disk | not merging | no bar | has spiral arms | does not have spiral arms | tight spiral winding | medium spiral winding | two spiral arms | no spiral arms | small central bulge,"This galaxy has two spiral arms with medium spiral winding, a small central bulge, and no bar; however, it does not have an edge-on disk or tight spiral winding, and its image does not show any merging or lack of spiral arms."
1303,J152418.81+312334.4,dr5/J152/J152418.81+312334.4.png,smooth | cigar-shaped | not merging,"The galaxy had a smooth, cigar-shaped image that was not merging."
1304,J131249.47+224121.4,dr5/J131/J131249.47+224121.4.png,has features or disk | does not have an edge-on disk | merging with minor disturbance | no bar | weak bar | has spiral arms | no spiral arms | small central bulge | moderate central bulge,"This galaxy image has features of a disk that does not have an edge-on disk, suggests minor disturbance with no bar or weak bar and either spiral arms or no spiral arms with either a small or moderate central bulge."
